genre,boxoffice,rating,0
Action,33397.0,6.31529411765,595
Adult,0.0,5.22,5
Adventure,135620.0,6.38218390805,522
Animation,213950000.0,7.22325581395,86
Biography,18177.0,7.04014084507,142
Comedy,218838847.0,6.53042168675,1328
Crime,617356.0,6.58408104197,691
Documentary,0.0,7.19615384615,156
Drama,1473142.0,6.84643923241,2345
Family,4000000.0,6.53427230047,213
Fantasy,4000000.0,6.26446700508,197
Film-Noir,0.0,7.4,1
History,18177.0,7.18922155689,167
Horror,320325.0,5.78648648649,518
Music,0.0,6.89387755102,98
Musical,4000000.0,6.36299212598,127
Mystery,0.0,6.57266435986,289
N/A,0.0,6.21052631579,19
Romance,57621.0,6.74027504912,509
Sci-Fi,203123.0,5.52245762712,236
Short,213950000.0,7.27179487179,78
Sport,0.0,6.6075,40
Thriller,671357.0,6.48624229979,487
War,4775326.0,7.02197309417,223
Western,25097.0,6.28138801262,317
