genre,boxoffice,rating,0
Action,4581567.0,6.27088036117,886
Adult,0.0,5.01,10
Adventure,4790143.0,6.31016042781,748
Animation,213950000.0,7.20705128205,156
Biography,18177.0,7.01658986175,217
Comedy,241812191.0,6.47437888199,1932
Crime,617356.0,6.53772204807,957
Documentary,0.0,7.24631147541,244
Drama,24729079.0,6.80570469799,3278
Family,4000000.0,6.55098684211,304
Fantasy,8548170.0,6.28537414966,294
Film-Noir,0.0,7.4,1
History,18177.0,7.20127659574,235
Horror,320325.0,5.68566084788,802
Music,0.0,6.86785714286,168
Musical,4000000.0,6.32,165
Mystery,0.0,6.46402877698,417
N/A,0.0,6.15806451613,31
Romance,57621.0,6.68873435327,719
Sci-Fi,471224.0,5.47594594595,370
Short,213950000.0,7.253,100
Sport,0.0,6.40581395349,86
Thriller,777710.0,6.37729196051,709
War,12875326.0,6.963003663,273
Western,25097.0,6.282,350
