genre,boxoffice,rating,0
Action,0.0,7.0875,24
Adventure,18236900.0,7.1358490566,53
Animation,0.0,6.98461538462,13
Biography,0.0,7.01428571429,7
Comedy,250525.0,6.85476190476,210
Crime,0.0,6.91666666667,42
Documentary,0.0,6.2275862069,29
Drama,19067998.0,6.92239747634,317
Family,0.0,7.28,25
Fantasy,0.0,6.78888888889,63
Film-Noir,0.0,7.275,4
History,50970.0,6.92962962963,27
Horror,0.0,7.13939393939,33
Music,0.0,7.02,5
Musical,0.0,6.73,10
Mystery,0.0,6.84761904762,21
N/A,0.0,7.43333333333,3
Romance,18236900.0,7.13014705882,136
Sci-Fi,529603.0,6.98,5
Short,0.0,6.43048128342,187
Sport,0.0,7.04444444444,9
Thriller,0.0,7.28571428571,14
War,0.0,6.99375,16
Western,0.0,6.84782608696,23
