genre,boxoffice,rating,0
Action,25097.0,6.38668555241,353
Adventure,135620.0,6.33414634146,410
Animation,213950000.0,7.20508474576,59
Biography,18177.0,6.99255319149,94
Comedy,218779335.0,6.56107723577,984
Crime,609056.0,6.69425837321,418
Documentary,0.0,7.09047619048,105
Drama,926698.0,6.90579710145,1725
Family,4000000.0,6.48079470199,151
Fantasy,4000000.0,6.2152173913,138
Film-Noir,0.0,7.4,1
History,18177.0,7.15954198473,131
Horror,320325.0,5.81916167665,334
Music,0.0,6.75652173913,69
Musical,4000000.0,6.37549019608,102
Mystery,0.0,6.5685,200
N/A,0.0,6.2,14
Romance,57621.0,6.8049382716,405
Sci-Fi,203123.0,5.45865921788,179
Short,213950000.0,7.32372881356,59
Sport,0.0,6.524,25
Thriller,176125.0,6.5747440273,293
War,4763364.0,7.06326530612,196
Western,25097.0,6.29496124031,258
