genre,boxoffice,rating,0
Action,0.0,6.72679738562,153
Adventure,22077600.0,6.80268456376,298
Animation,0.0,7.07232142857,112
Biography,0.0,6.95894736842,95
Comedy,1366165.0,6.87998236332,1134
Crime,44364.0,6.8314453125,512
Documentary,0.0,6.68985507246,69
Drama,20500201.0,6.89155328798,1764
Family,3840700.0,7.146,150
Fantasy,3840700.0,6.87151515152,165
Film-Noir,57745.0,6.94659090909,264
History,50970.0,6.88550724638,138
Horror,0.0,6.56273291925,161
Music,0.0,6.64772727273,88
Musical,0.0,6.7981884058,276
Mystery,75344.0,6.76928838951,267
N/A,0.0,6.70909090909,11
News,0.0,6.3,1
Romance,18263665.0,6.92429805616,926
Sci-Fi,529603.0,6.76739130435,46
Short,0.0,6.58722627737,274
Sport,0.0,6.98235294118,34
Thriller,0.0,6.83333333333,135
War,172885.0,6.91919191919,198
Western,0.0,6.42597402597,154
