genre,boxoffice,rating,0
Action,0.0,6.71555555556,45
Adventure,18236900.0,6.97721518987,79
Animation,0.0,6.92580645161,31
Biography,0.0,6.76666666667,12
Comedy,250525.0,6.84838709677,372
Crime,17599.0,6.83482142857,112
Documentary,0.0,6.45833333333,36
Drama,19085597.0,6.89196581197,585
Family,0.0,7.10540540541,37
Fantasy,0.0,6.78309859155,71
Film-Noir,0.0,7.0,12
History,50970.0,6.84444444444,36
Horror,0.0,6.96666666667,60
Music,0.0,6.96363636364,11
Musical,0.0,7.03214285714,56
Mystery,17599.0,6.61886792453,53
N/A,0.0,7.2,5
Romance,18236900.0,6.9677852349,298
Sci-Fi,529603.0,7.28181818182,11
Short,0.0,6.46261682243,214
Sport,0.0,7.04666666667,15
Thriller,0.0,6.87666666667,30
War,0.0,7.04444444444,36
Western,0.0,6.49230769231,39
