genre,boxoffice,rating,0
Action,56565848421.0,5.88102003643,5490
Adult,0.0,4.66923076923,13
Adventure,65736773291.0,6.13157446809,3525
Animation,21408211161.0,6.75949589683,1706
Biography,6378119378.0,6.99104954715,1877
Comedy,57307834040.0,6.16005711954,12255
Crime,18910948858.0,6.3288036682,4798
Documentary,1930304274.0,7.19293547564,3921
Drama,48469474819.0,6.54208130081,18450
Family,18571920153.0,6.14109181141,2015
Fantasy,22222525706.0,5.98472803347,1912
Film-Noir,0.0,7.4,2
Game-Show,0.0,5.5,1
History,3433300469.0,7.04543288324,1259
Horror,9968480558.0,5.22827329193,4025
Music,3029712333.0,6.83200325733,1228
Musical,1392235665.0,6.38346774194,496
Mystery,10421159323.0,6.15098920863,2224
N/A,28184.0,6.3615942029,138
News,15875249.0,7.36666666667,90
Reality-TV,0.0,5.65,2
Romance,17417200141.0,6.37374642517,5245
Sci-Fi,20391990661.0,5.3918892186,2022
Short,719008797.0,6.98430232558,860
Sport,3397588338.0,6.47688888889,675
Talk-Show,0.0,8.03333333333,6
Thriller,21093576278.0,5.80992459751,4907
War,1182345555.0,6.79073856975,853
Western,670512724.0,6.22750491159,509
