genre,boxoffice,rating,0
Action,11048431637.0,5.94965253648,2878
Adult,0.0,4.89090909091,11
Adventure,12269212801.0,6.14768918233,1969
Animation,3785129080.0,6.88753501401,714
Biography,955461250.0,7.02179836512,734
Comedy,14380095754.0,6.23832996424,6431
Crime,5009047494.0,6.40804514015,2747
Documentary,448968541.0,7.33022794846,1009
Drama,11851999605.0,6.66014193412,9441
Family,4499372529.0,6.19156398104,1055
Fantasy,6244748603.0,6.05672068637,1049
Film-Noir,0.0,7.4,2
History,1039236539.0,7.18404255319,564
Horror,2175123101.0,5.48549060543,1916
Music,470943967.0,6.82262895175,601
Musical,147338795.0,6.41100917431,327
Mystery,2590341148.0,6.3277676951,1102
N/A,0.0,6.2775,80
Romance,4958169008.0,6.46128223496,2792
Sci-Fi,3008981759.0,5.48066298343,1086
Short,243967900.0,7.13209169054,349
Sport,843595302.0,6.25672131148,305
Talk-Show,0.0,7.0,1
Thriller,5130126913.0,6.03438223045,2161
War,357598589.0,6.89276437848,539
Western,53527797.0,6.26028037383,428
