genre,boxoffice,rating,0
Action,36096062150.0,5.91587591241,4384
Adult,0.0,4.66923076923,13
Adventure,42493398698.0,6.1124208304,2842
Animation,14330703137.0,6.78987915408,1324
Biography,4055251057.0,7.0134175217,1267
Comedy,44455906842.0,6.17762877172,9843
Crime,14426224772.0,6.35563609098,4001
Documentary,1664451381.0,7.25933897002,2602
Drama,37633325114.0,6.58540932502,14756
Family,15536884752.0,6.13384332925,1634
Fantasy,16851681200.0,6.00387984981,1598
Film-Noir,0.0,7.4,2
History,2351817241.0,7.09576086957,920
Horror,7487900183.0,5.30138799225,3098
Music,2120039210.0,6.853722334,994
Musical,875661000.0,6.39206349206,441
Mystery,8199670763.0,6.21237877924,1753
N/A,0.0,6.35210084034,119
News,14558683.0,7.2,25
Reality-TV,0.0,4.8,1
Romance,15506284301.0,6.39742876998,4317
Sci-Fi,11300289684.0,5.43339610797,1593
Short,437961280.0,7.03415007657,653
Sport,2979569719.0,6.39548022599,531
Talk-Show,0.0,7.66666666667,3
Thriller,15876317529.0,5.89867256637,3616
War,985801913.0,6.84470108696,736
Western,449367614.0,6.23501048218,477
