genre,boxoffice,rating,0
Action,0.0,6.68860759494,79
Adventure,22077600.0,6.84540229885,174
Animation,0.0,7.10317460317,63
Biography,0.0,6.94090909091,44
Comedy,250525.0,6.89054441261,698
Crime,44364.0,6.79451476793,237
Documentary,0.0,6.49772727273,44
Drama,19285247.0,6.8631,1000
Family,3840700.0,7.15647058824,85
Fantasy,3840700.0,6.84020618557,97
Film-Noir,0.0,6.86857142857,35
History,50970.0,6.87325581395,86
Horror,0.0,6.83695652174,92
Music,0.0,6.58571428571,35
Musical,0.0,6.89025974026,154
Mystery,17599.0,6.6803030303,132
N/A,0.0,6.78333333333,6
News,0.0,6.3,1
Romance,18263665.0,6.91663685152,559
Sci-Fi,529603.0,7.01379310345,29
Short,0.0,6.52703862661,233
Sport,0.0,6.9,21
Thriller,0.0,6.89811320755,53
War,172885.0,7.00666666667,60
Western,0.0,6.27721518987,79
