genre,boxoffice,rating,0
Action,0.0,6.69842105263,190
Adventure,22077600.0,6.75545977011,348
Animation,0.0,7.1216,125
Biography,0.0,6.96548672566,113
Comedy,1370039.0,6.86962323391,1274
Crime,44364.0,6.82091194969,636
Documentary,0.0,6.69027777778,72
Drama,20508383.0,6.90179176755,2065
Family,3840700.0,7.11629213483,178
Fantasy,3840700.0,6.89269662921,178
Film-Noir,57745.0,6.93512064343,373
History,50970.0,6.85949367089,158
Horror,0.0,6.56424242424,165
Music,0.0,6.648,100
Musical,0.0,6.77015873016,315
Mystery,75344.0,6.78120567376,282
N/A,0.0,6.73333333333,12
News,0.0,6.3,1
Romance,18263665.0,6.91047992165,1021
Sci-Fi,533477.0,6.47301587302,63
Short,0.0,6.62361111111,288
Sport,0.0,6.91224489796,49
Thriller,0.0,6.85606936416,173
War,177193.0,6.8952991453,234
Western,0.0,6.43875598086,209
