genre,boxoffice,rating,0
Action,4581567.0,6.23340101523,985
Adult,0.0,4.89090909091,11
Adventure,4790143.0,6.27631578947,836
Animation,213950000.0,7.22958579882,169
Biography,18177.0,7.02291666667,240
Comedy,241812191.0,6.43807977737,2156
Crime,1273517.0,6.52425120773,1035
Documentary,0.0,7.26296296296,270
Drama,25385240.0,6.7871048951,3575
Family,4000000.0,6.58881987578,322
Fantasy,8548170.0,6.2250728863,343
Film-Noir,0.0,7.4,1
History,18177.0,7.21035856574,251
Horror,320325.0,5.68933782267,891
Music,0.0,6.78252427184,206
Musical,4000000.0,6.33093922652,181
Mystery,0.0,6.43868131868,455
N/A,0.0,6.15277777778,36
Romance,57621.0,6.6401242236,805
Sci-Fi,471224.0,5.53231850117,427
Short,213950000.0,7.28348623853,109
Sport,0.0,6.38804347826,92
Thriller,777710.0,6.34375804376,777
War,12875326.0,6.94655172414,290
Western,25097.0,6.28404558405,351
