genre,boxoffice,rating,0
Action,39829663483.0,5.90890873448,4591
Adult,0.0,4.66923076923,13
Adventure,47251441084.0,6.12002679169,2986
Animation,16126375183.0,6.77443502825,1416
Biography,4682193668.0,7.0131276901,1394
Comedy,48115325768.0,6.17153890712,10358
Crime,16121940169.0,6.35195984704,4184
Documentary,1744356502.0,7.24528236915,2904
Drama,39865184731.0,6.57510751653,15579
Family,15978670189.0,6.13817016317,1716
Fantasy,18083609159.0,6.00120192308,1664
Film-Noir,0.0,7.4,2
Game-Show,0.0,5.5,1
History,2518978928.0,7.08480243161,987
Horror,8426868997.0,5.27798053528,3288
Music,2175794657.0,6.84976167779,1049
Musical,883137373.0,6.40197368421,456
Mystery,9049209589.0,6.19918831169,1848
N/A,0.0,6.37936507937,126
News,14750662.0,7.27804878049,41
Reality-TV,0.0,4.8,1
Romance,15997175359.0,6.39001104972,4525
Sci-Fi,13145403581.0,5.42658303465,1674
Short,437961280.0,7.02203147353,699
Sport,3095078735.0,6.43031914894,564
Talk-Show,0.0,7.9,4
Thriller,17819420179.0,5.8751914242,3918
War,990741574.0,6.84034391534,756
Western,538687148.0,6.23388773389,481
