genre,boxoffice,rating,0
Action,28474894449.0,5.92876643074,3956
Adult,0.0,4.66923076923,13
Adventure,33376899698.0,6.11230416507,2617
Animation,11415846052.0,6.80251082251,1155
Biography,3468779933.0,7.03345588235,1088
Comedy,36799446339.0,6.19171283211,8845
Crime,12316714755.0,6.37108401084,3690
Documentary,1334197694.0,7.28557645924,2073
Drama,31205915940.0,6.60890095798,13257
Family,13849395372.0,6.13301694915,1475
Fantasy,13958334230.0,6.01843191197,1454
Film-Noir,0.0,7.4,2
History,1897398923.0,7.13056603774,795
Horror,6379846247.0,5.34866906475,2780
Music,1773464031.0,6.84301552106,902
Musical,684599945.0,6.38232445521,413
Mystery,6520179353.0,6.23674623116,1592
N/A,0.0,6.34636363636,110
News,14406316.0,7.17,10
Reality-TV,0.0,4.8,1
Romance,13342278872.0,6.41476458547,3908
Sci-Fi,8062478108.0,5.44192200557,1436
Short,412903980.0,7.05185840708,565
Sport,2768460010.0,6.34434968017,469
Talk-Show,0.0,7.0,1
Thriller,12409372256.0,5.92790262172,3204
War,882557894.0,6.88579626973,697
Western,279245811.0,6.245,460
