genre,boxoffice,rating,0
Action,0.0,6.68156682028,217
Adventure,22077600.0,6.67644230769,416
Animation,0.0,7.15882352941,136
Biography,0.0,6.94676258993,139
Comedy,1370039.0,6.87549575071,1412
Crime,44364.0,6.80312075984,737
Documentary,0.0,6.71898734177,79
Drama,21660875.0,6.89162082099,2363
Family,3862248.0,7.09901477833,203
Fantasy,3846854.0,6.9,195
Film-Noir,57745.0,6.88495575221,452
History,50970.0,6.83097826087,184
Horror,0.0,6.49627659574,188
Music,0.0,6.66607142857,112
Musical,0.0,6.75817174515,361
Mystery,75344.0,6.76655844156,308
N/A,0.0,6.76153846154,13
News,0.0,6.3,1
Romance,19388455.0,6.90226876091,1146
Sci-Fi,533477.0,6.10879120879,91
Short,0.0,6.64527027027,296
Sport,0.0,6.83272727273,55
Thriller,0.0,6.88793969849,199
War,183347.0,6.88432835821,268
Western,0.0,6.42965779468,263
