genre,boxoffice,rating,0
Action,295717308.0,5.98198636806,2054
Adult,0.0,4.89090909091,11
Adventure,165264422.0,6.16568291009,1457
Animation,364418560.0,7.06204379562,411
Biography,75482.0,7.04609053498,486
Comedy,455329495.0,6.26633280219,4393
Crime,228804925.0,6.42834971547,1933
Documentary,17655742.0,7.34644913628,521
Drama,268435160.0,6.69918171993,6477
Family,199832960.0,6.31728045326,706
Fantasy,64833435.0,6.05284015852,757
Film-Noir,0.0,7.4,2
History,41051.0,7.21247002398,417
Horror,320325.0,5.54274300932,1502
Music,1899610.0,6.80692307692,390
Musical,4000000.0,6.39959349593,246
Mystery,0.0,6.39180107527,744
N/A,0.0,6.25636363636,55
Romance,13872299.0,6.51589982528,1717
Sci-Fi,247362500.0,5.46935096154,832
Short,231590100.0,7.18113207547,212
Sport,840946.0,6.18383838384,198
Talk-Show,0.0,7.0,1
Thriller,259642083.0,6.11888064734,1483
War,12890968.0,6.876,425
Western,25097.0,6.26724565757,403
