genre,boxoffice,rating,0
Action,33397.0,6.29970887918,687
Adult,0.0,5.23333333333,6
Adventure,135620.0,6.34907563025,595
Animation,213950000.0,7.22252252252,111
Biography,18177.0,7.01488095238,168
Comedy,218838847.0,6.52629107981,1491
Crime,617356.0,6.54674329502,783
Documentary,0.0,7.23944444444,180
Drama,1473142.0,6.82040586246,2661
Family,4000000.0,6.53076923077,247
Fantasy,4000000.0,6.29484978541,233
Film-Noir,0.0,7.4,1
History,18177.0,7.18288770053,187
Horror,320325.0,5.74762684124,611
Music,0.0,6.83793103448,116
Musical,4000000.0,6.32962962963,135
Mystery,0.0,6.53575757576,330
N/A,0.0,6.344,25
Romance,57621.0,6.71230228471,569
Sci-Fi,203123.0,5.43444444444,270
Short,213950000.0,7.29069767442,86
Sport,0.0,6.48214285714,56
Thriller,671357.0,6.42727272727,572
War,4775326.0,6.97950819672,244
Western,25097.0,6.28103975535,327
