genre,boxoffice,rating,0
Action,18000672142.0,5.94077961019,3335
Adult,0.0,4.89090909091,11
Adventure,21352954375.0,6.13728514764,2269
Animation,7152222966.0,6.83260393873,914
Biography,2215686719.0,7.02251131222,884
Comedy,25878215335.0,6.21996553096,7543
Crime,8387550378.0,6.39962216625,3176
Documentary,796254570.0,7.32508662509,1443
Drama,20403761953.0,6.64064228368,11210
Family,9625511177.0,6.15421303657,1258
Fantasy,9988454416.0,6.04899274778,1241
Film-Noir,0.0,7.4,2
History,1575936499.0,7.17840236686,676
Horror,4630155678.0,5.42348847325,2299
Music,1163240930.0,6.83275167785,745
Musical,456347291.0,6.41051212938,371
Mystery,4631165186.0,6.29308790383,1331
N/A,0.0,6.34042553191,94
Romance,8552434319.0,6.43602653,3317
Sci-Fi,4666752449.0,5.48166397415,1238
Short,377804980.0,7.10458715596,436
Sport,2219709814.0,6.30331632653,392
Talk-Show,0.0,7.0,1
Thriller,9104065447.0,5.9940015186,2634
War,542075451.0,6.90545454545,605
Western,102487047.0,6.27198177677,439
