genre,boxoffice,rating,0
Action,0.0,6.73636363636,11
Adventure,0.0,7.076,25
Animation,0.0,6.8125,8
Biography,0.0,6.75,4
Comedy,250525.0,6.7,137
Crime,0.0,6.80952380952,21
Documentary,0.0,5.475,16
Drama,250525.0,6.72534246575,146
Family,0.0,7.18,15
Fantasy,0.0,6.63617021277,47
History,0.0,6.53636363636,11
Horror,0.0,7.01176470588,17
Music,0.0,6.9,1
Mystery,0.0,6.75555555556,9
Romance,0.0,7.01052631579,38
Sci-Fi,0.0,6.83333333333,3
Short,0.0,6.35535714286,168
Sport,0.0,6.86666666667,3
Thriller,0.0,7.76666666667,6
War,0.0,6.925,8
Western,0.0,6.5,11
