genre,boxoffice,rating,0
Action,0.0,7.1652173913,23
Adventure,0.0,7.15744680851,47
Animation,0.0,6.74444444444,9
Biography,0.0,7.04,5
Comedy,250525.0,6.84404145078,193
Crime,0.0,6.93055555556,36
Documentary,0.0,6.04615384615,26
Drama,831098.0,6.93235294118,272
Family,0.0,7.22857142857,21
Fantasy,0.0,6.71551724138,58
Film-Noir,0.0,7.43333333333,3
History,50970.0,6.87391304348,23
Horror,0.0,7.07931034483,29
Music,0.0,6.675,4
Musical,0.0,6.8,1
Mystery,0.0,7.02222222222,18
N/A,0.0,7.43333333333,3
Romance,0.0,7.17053571429,112
Sci-Fi,529603.0,7.2,4
Short,0.0,6.38483146067,178
Sport,0.0,6.975,8
Thriller,0.0,7.47,10
War,0.0,6.93846153846,13
Western,0.0,6.89523809524,21
