genre,boxoffice,rating,0
Action,39915677.0,6.10112280702,1425
Adult,0.0,4.89090909091,11
Adventure,8084022.0,6.21042611061,1103
Animation,213950000.0,7.18409090909,264
Biography,18177.0,7.03742331288,326
Comedy,294837722.0,6.33414713542,3072
Crime,47225717.0,6.48316473988,1384
Documentary,15642.0,7.30676056338,355
Drama,111900161.0,6.74682454252,4645
Family,4000000.0,6.54150110375,453
Fantasy,8548170.0,6.12323809524,525
Film-Noir,0.0,7.4,2
History,33819.0,7.21803797468,316
Horror,320325.0,5.60957792208,1232
Music,1899610.0,6.76007067138,283
Musical,4000000.0,6.35023923445,209
Mystery,0.0,6.41663716814,565
N/A,0.0,6.27346938776,49
Romance,13302179.0,6.57911504425,1130
Sci-Fi,3945800.0,5.52796610169,590
Short,213950000.0,7.26506849315,146
Sport,80804.0,6.2619047619,126
Thriller,1606710.0,6.2380539499,1038
War,12890968.0,6.8694214876,363
Western,25097.0,6.29478021978,364
