genre,boxoffice,rating,0
Action,0.0,6.70057471264,174
Adventure,22077600.0,6.76769230769,325
Animation,0.0,7.0958677686,121
Biography,0.0,6.95142857143,105
Comedy,1366165.0,6.87315875614,1222
Crime,44364.0,6.82809917355,605
Documentary,0.0,6.69027777778,72
Drama,20500201.0,6.90471841705,1971
Family,3840700.0,7.10532544379,169
Fantasy,3840700.0,6.90462427746,173
Film-Noir,57745.0,6.94537572254,346
History,50970.0,6.88791946309,149
Horror,0.0,6.56424242424,165
Music,0.0,6.62127659574,94
Musical,0.0,6.77755775578,303
Mystery,75344.0,6.78417266187,278
N/A,0.0,6.73333333333,12
News,0.0,6.3,1
Romance,18263665.0,6.91248741188,993
Sci-Fi,529603.0,6.61034482759,58
Short,0.0,6.60706713781,283
Sport,0.0,6.92093023256,43
Thriller,0.0,6.84285714286,161
War,172885.0,6.915625,224
Western,0.0,6.4497382199,191
