genre,boxoffice,rating,0
Action,295327577.0,6.0399079931,1739
Adult,0.0,4.89090909091,11
Adventure,147624322.0,6.18321678322,1287
Animation,364418560.0,7.10542168675,332
Biography,75482.0,7.06356968215,409
Comedy,434442722.0,6.2850877193,3762
Crime,209037052.0,6.44749244713,1655
Documentary,15642.0,7.34784688995,418
Drama,264085654.0,6.72687080993,5519
Family,199832960.0,6.41920415225,578
Fantasy,64833435.0,6.08460342146,643
Film-Noir,0.0,7.4,2
History,41051.0,7.22762430939,362
Horror,320325.0,5.57751994199,1379
Music,1899610.0,6.76559766764,343
Musical,4000000.0,6.37533632287,223
Mystery,0.0,6.37496206373,659
N/A,0.0,6.27346938776,49
Romance,13872299.0,6.53307475317,1418
Sci-Fi,247362500.0,5.49374110953,703
Short,213950000.0,7.20057471264,174
Sport,80804.0,6.19759036145,166
Thriller,259611110.0,6.18570281124,1245
War,12890968.0,6.85695876289,388
Western,25097.0,6.28571428571,385
