genre,boxoffice,rating,0
Action,0.0,6.71475409836,61
Adventure,18236900.0,6.8852173913,115
Animation,0.0,7.02040816327,49
Biography,0.0,6.85185185185,27
Comedy,250525.0,6.87509225092,542
Crime,17599.0,6.80236686391,169
Documentary,0.0,6.5125,40
Drama,19085597.0,6.86577266922,783
Family,0.0,7.10333333333,60
Fantasy,0.0,6.75476190476,84
Film-Noir,0.0,6.93,20
History,50970.0,6.88620689655,58
Horror,0.0,6.83333333333,81
Music,0.0,6.69090909091,22
Musical,0.0,6.96422018349,109
Mystery,17599.0,6.66744186047,86
N/A,0.0,6.78333333333,6
News,0.0,6.3,1
Romance,18236900.0,6.91046511628,430
Sci-Fi,529603.0,7.09565217391,23
Short,0.0,6.49955752212,226
Sport,0.0,6.94117647059,17
Thriller,0.0,6.875,36
War,0.0,7.00681818182,44
Western,0.0,6.20983606557,61
